Category,Sunlight Level,Water Level,Watering Duration,Sunlight Duration,Nutrients,Ultrasonic Values
general monitoring,13.895334499685152,91.35339208084432,44,91,"[6.203039903712946, 0.6128278936371323, 1.3415799864388434, 1.3320945690547425, 6.112527341299874]","[92, 36, 19, 14, 65]"
monitoring sunlight,37.45176610576011,10.73826169713451,276,116,"[3.8841198756432247, 6.775351207451678, 1.1987603145773162, 3.261625766610874, 4.124124415551414]","[74, 26, 34, 56, 66]"
monitoring water level,80.69820611694729,1.4216159240737158,148,35,"[3.925353408478184, 7.117304866130968, 9.042200887676882, 5.925921080606163, 1.3820806764828208]","[47, 48, 87, 85, 24]"
monitoring watering duration,28.665096130358727,98.38112654310395,144,66,"[2.3185810647723546, 1.0976086786687878, 1.2421664749105865, 3.226150472948288, 3.9047654936031884]","[25, 83, 77, 30, 50]"
monitoring sunlight duration,50.0296999785394,0.7488345667491125,104,31,"[1.2035482180266677, 9.65331943544216, 2.3607722686428536, 8.25295894134028, 1.6137496179693844]","[29, 100, 88, 52, 99]"
monitoring nutrients,2.118836184826134,50.29069817335826,20,22,"[5.920445911630288, 0.45343342561307787, 3.842388425748562, 5.590816325270912, 5.300370234694901]","[31, 35, 72, 75, 53]"
general monitoring,75.41851920985522,22.087445725001054,63,229,"[1.9642002071416786, 9.439613260318481, 0.30996559572954663, 7.665445928518583, 7.910972189820667]","[16, 20, 65, 99, 16]"
general monitoring,47.781193233710674,26.674267900791694,31,116,"[0.06574345724155051, 7.344376276251078, 1.7503531581654863, 9.411596256014668, 6.924666780456486]","[25, 90, 45, 14, 46]"
general monitoring,61.53273728076515,22.278033003221196,245,134,"[6.590477655840732, 6.5201032514386945, 8.40418780262162, 0.14643355406014247, 9.155071817678731]","[57, 96, 35, 66, 79]"
general monitoring,6.602100151657142,96.85581383310122,219,59,"[1.7387851428769796, 9.339417581977102, 9.930676651059585, 1.2873784148501244, 3.984865150757636]","[64, 48, 23, 22, 53]"
general monitoring,59.256260607691736,63.105122178809594,287,144,"[1.4582563452321884, 5.573739316683732, 3.747122172288584, 8.026818085277881, 2.031638553637134]","[76, 62, 91, 30, 20]"
monitoring sunlight,51.901045789978674,93.17230468463073,268,11,"[9.734416663375603, 6.668657110584165, 4.496801168939943, 4.366079853627366, 7.724071672215105]","[43, 35, 28, 85, 38]"
monitoring water level,7.114975576151905,90.169030300447,92,260,"[4.1760916823266845, 9.534439730340893, 4.4898087954827925, 3.4608667986453803, 7.615284284411153]","[41, 76, 30, 58, 35]"
monitoring watering duration,1.016285723897925,28.206802209193395,199,29,"[5.036115748889252, 5.443209631333375, 0.5160834604011033, 1.0334968613397932, 6.130746843542636]","[79, 14, 47, 99, 60]"
monitoring sunlight duration,65.35558921499822,4.995414475379034,108,134,"[2.0458619206281403, 7.660127093392725, 5.180985428480913, 8.69440742612471, 0.5824703860806812]","[71, 88, 78, 54, 20]"
monitoring nutrients,15.465319334270689,58.67666933890765,213,264,"[9.385427672410405, 1.470974399248527, 9.303542979756736, 2.5658917692476066, 0.42853634531275553]","[11, 40, 55, 67, 17]"
general monitoring,73.88856533852326,95.01209527725177,93,140,"[1.703720220693461, 9.434574222428182, 9.60098073713869, 8.849739907469745, 1.7041003012309808]","[64, 84, 51, 26, 98]"
general monitoring,32.02737158455433,91.54451069372628,117,278,"[8.070849875629891, 1.0887360683163527, 0.661838832433902, 5.379806907842209, 3.8675514656978347]","[29, 89, 96, 40, 35]"
general monitoring,77.97704528929648,75.6423959592917,31,230,"[6.095970541905935, 4.900332324751443, 7.13327250620107, 6.577112854653709, 0.13575516482003058]","[38, 70, 79, 79, 96]"
general monitoring,85.17086099713322,93.11747408727577,82,164,"[3.8526860506850524, 9.657953396590814, 4.492439497014119, 5.711486006715827, 3.296761116741144]","[76, 12, 68, 94, 35]"
general monitoring,24.094961253358726,84.8441167236007,33,179,"[2.1169565973990956, 5.6894050650917976, 6.190523727305091, 3.6498437890549997, 2.354390546672475]","[35, 43, 17, 15, 67]"
monitoring sunlight,71.75373510698259,9.852196277460346,194,225,"[5.374152066268635, 0.8264612540211691, 8.036297273396611, 4.366667420532853, 0.4915714882401989]","[17, 86, 34, 99, 23]"
monitoring water level,92.32085273080864,14.422043310248533,164,97,"[9.9439035229486, 2.364505545848321, 6.963106185728383, 7.28951030744582, 6.774534007860211]","[37, 71, 55, 34, 24]"
monitoring watering duration,72.1970866492689,91.65886341081327,37,138,"[5.955651010663734, 9.676137573903262, 3.3203239725605105, 1.213778761172929, 1.0863004872129012]","[57, 91, 23, 75, 84]"
monitoring sunlight duration,25.03647961158968,71.31411677357613,200,182,"[5.89058095235375, 1.1585058028594408, 0.8895971467390096, 2.395822079768164, 4.961184251690196]","[10, 18, 97, 67, 15]"
monitoring nutrients,45.63433273212058,36.905456507247706,48,99,"[4.1460305367566965, 8.61442480410078, 8.325556516447358, 1.5264258999504088, 6.721875426368546]","[40, 21, 43, 56, 19]"
general monitoring,78.80180301083799,50.97548610503794,213,129,"[2.434970210255453, 6.537697616283664, 7.929141718123665, 9.158560056317874, 8.408065222580522]","[24, 26, 91, 75, 52]"
general monitoring,18.836300608456558,69.69573599479637,99,272,"[0.15131179007493278, 0.7610241980733778, 2.5760589615422758, 4.388601371683957, 6.633752539472394]","[56, 21, 54, 41, 36]"
general monitoring,57.40394201744905,3.3954374043598023,54,101,"[1.2222157542003231, 3.0939872747819486, 0.44268166657901675, 6.17772263668099, 6.4746516329026775]","[95, 81, 44, 42, 37]"
general monitoring,4.360651002027804,35.93798375152666,163,188,"[4.5846404247237, 4.194166171645301, 5.707692347073909, 7.021037752639202, 1.824365601076019]","[84, 19, 76, 10, 27]"
general monitoring,7.993506781759397,63.12581410748261,90,238,"[5.027556590286496, 7.767941543975278, 7.840038142596249, 1.0049935677521438, 0.24754788845173015]","[26, 64, 72, 72, 32]"
monitoring sunlight,38.21869413814881,52.90582647697947,123,204,"[6.327837209029807, 5.311173786881738, 0.16100126497607947, 4.8907173674579365, 1.2133998395624235]","[59, 40, 91, 81, 15]"
monitoring water level,31.588317245500043,61.006118722647805,161,142,"[9.717991439642134, 0.6590176796861802, 8.813188984336556, 5.015945106704852, 1.0726254756800457]","[98, 72, 27, 97, 92]"
monitoring watering duration,23.15069167509075,74.9923157447546,40,104,"[5.549094848952003, 8.985813817378316, 0.3070273153811631, 2.8508404859402248, 9.610096197557553]","[86, 11, 86, 76, 36]"
monitoring sunlight duration,37.6702088350254,69.35012893542604,14,291,"[4.010834241613397, 2.2785141339380974, 8.679497224901569, 9.55345603815224, 2.4345092613751906]","[83, 76, 45, 67, 98]"
monitoring nutrients,43.255009759349925,13.265413410444527,203,299,"[9.070606853479005, 9.058778705440115, 1.7947231261706265, 7.520309315798181, 7.792586756097216]","[83, 87, 45, 56, 92]"
general monitoring,60.87722027851894,74.06077444752209,15,63,"[9.15181744362005, 5.575743839590041, 5.063173937744486, 3.3243171524468593, 9.73290650721557]","[56, 56, 19, 54, 90]"
general monitoring,9.659527679584102,12.681546178337467,43,28,"[5.513559890028334, 5.457069013007025, 0.7881806891487464, 8.176653950391646, 9.49536398454285]","[10, 12, 90, 54, 59]"
general monitoring,78.60278941160273,3.6577067364971683,110,184,"[7.336643811956734, 5.433086359910865, 6.979510281309685, 3.1864271939040223, 1.0419087921813874]","[33, 32, 54, 92, 27]"
general monitoring,26.669114953630135,10.761613267159586,101,204,"[5.994741929247175, 1.7662142563200878, 4.272398263912942, 5.27483508595179, 3.098356499206699]","[97, 97, 81, 99, 84]"
general monitoring,91.43425145590155,21.020465455245695,51,219,"[5.645255306542851, 7.4621054035722665, 5.970273874710873, 5.042480924720501, 5.237166452229291]","[83, 98, 26, 42, 23]"
monitoring sunlight,74.80596450231315,32.03799365988031,117,49,"[4.155294678433519, 3.5987160041873434, 6.758895953148772, 9.676168343756434, 7.575342443904668]","[75, 98, 71, 81, 82]"
monitoring water level,47.670873599544514,35.255724317779254,145,176,"[9.400466459349342, 1.8010160780610962, 6.979890827693529, 1.5089471213083572, 8.125168908132427]","[72, 38, 69, 89, 78]"
monitoring watering duration,25.98229178086344,96.90810081195625,283,243,"[5.8400539971737455, 7.377099596847562, 9.536965768114813, 2.523748502717994, 9.777849173143577]","[96, 80, 59, 92, 34]"
monitoring sunlight duration,81.54066398592276,40.41442239097016,213,218,"[2.3460089909163298, 0.5840006837714573, 8.851971873349276, 9.46602720843211, 8.4124603544357]","[36, 12, 11, 99, 42]"
monitoring nutrients,27.22024979039378,69.94107810473493,67,256,"[4.234264012463841, 5.039830673437084, 1.6779761740986676, 9.591119465693064, 4.430699158599616]","[82, 44, 72, 20, 12]"
general monitoring,87.41687988434028,98.94170107380455,147,187,"[7.948193016221895, 4.9232121407130505, 1.7171657686313746, 2.2452895108603546, 2.804779113379964]","[58, 75, 20, 64, 48]"
general monitoring,48.10752924206412,71.16278852789326,103,175,"[7.316963328518619, 2.594178693577147, 1.0922301872107065, 6.982132804646074, 8.474138336313013]","[44, 26, 64, 72, 64]"
general monitoring,41.7843347221013,91.78394127854558,176,126,"[2.947560226378899, 9.29606250165515, 5.518689639822705, 4.334528054929031, 1.6783667941124814]","[74, 72, 61, 36, 87]"
general monitoring,49.27199552467702,61.202485099759016,76,166,"[2.419060833021213, 0.6635046142529677, 6.518664904013507, 7.816993611320156, 7.715631043388527]","[86, 22, 62, 17, 25]"
general monitoring,10.095950828885346,71.42579014095578,252,31,"[1.64487475802087, 1.7585746726228824, 8.821717658847398, 0.6512412239871246, 5.2089225998158675]","[97, 66, 49, 26, 12]"
monitoring sunlight,94.3934560122736,95.1070605878755,164,38,"[0.8058370204755227, 5.447742866646188, 8.54450918732806, 1.7867012824659612, 0.34283516600442265]","[44, 80, 95, 14, 41]"
monitoring water level,20.53422014977828,58.624081639006235,107,140,"[3.694743791583096, 4.799992163921958, 6.680046577636527, 1.3060471793209028, 4.60620600355999]","[83, 77, 95, 88, 99]"
monitoring watering duration,12.434809394358904,86.5383210392521,299,175,"[2.6864771607555484, 4.594091862891711, 9.969886102915456, 7.244513847181122, 3.979627207691175]","[33, 64, 85, 22, 39]"
monitoring sunlight duration,97.31253205328609,41.30108343265167,157,193,"[1.0833564883238633, 0.0954640785762928, 4.295401280107854, 2.8433567671264868, 3.441994852859848]","[43, 77, 65, 13, 76]"
monitoring nutrients,77.13595012853858,41.81616434943602,51,14,"[7.178972386210283, 4.836264368286968, 1.4587792280721101, 7.491291068669334, 4.842169174485743]","[99, 10, 17, 14, 85]"
general monitoring,4.679935194740759,72.51381977599002,173,84,"[6.180913760191363, 1.2087563609033314, 9.490263066991366, 5.651490967626702, 0.23208581732892752]","[59, 33, 65, 15, 84]"
general monitoring,31.43298998935532,39.44426458794143,86,161,"[4.985687102966368, 1.9328312983164753, 2.386285369215156, 5.492554999983419, 2.9333880280021765]","[45, 53, 86, 27, 18]"
general monitoring,19.1874451179078,95.7693518945719,244,139,"[3.074392737395776, 1.2283001260637993, 4.254773233148404, 5.692358820978429, 5.0141024544444734]","[93, 76, 38, 63, 79]"
general monitoring,16.53086904083374,64.53720691277931,276,129,"[6.255920072091335, 8.618615187208919, 2.155819452703235, 8.518783741612005, 7.96863807292716]","[13, 63, 45, 87, 17]"
general monitoring,95.37020608705758,41.0489913908676,274,37,"[7.468953591477848, 9.272864041796709, 6.080904539057501, 7.013212065375228, 2.143929236068791]","[13, 80, 35, 31, 75]"
monitoring sunlight,92.55630654805898,96.57511212542195,203,280,"[8.24385092244276, 4.122051337054078, 1.0869135967463628, 9.624797887955367, 8.691305928840675]","[78, 24, 67, 18, 39]"
monitoring water level,51.028594920595005,72.42260028546877,103,38,"[5.4039578488277895, 3.680926636937618, 7.125460958220665, 5.405850244889513, 1.0301013862174335]","[52, 16, 27, 70, 14]"
monitoring watering duration,92.45826373704188,76.67102334476066,285,75,"[8.074082418860062, 7.083405469386831, 1.1284385496128613, 0.0797494277494315, 5.739444827566068]","[61, 41, 94, 57, 67]"
monitoring sunlight duration,26.76051812542166,44.475517980574864,116,155,"[3.676608189090107, 0.8430980870905247, 3.733652227920423, 9.485422649941341, 0.02114861862749229]","[12, 68, 52, 92, 84]"
monitoring nutrients,83.71459014780656,65.83535160978062,193,210,"[0.7603570657464154, 6.663427393230399, 5.88841319838762, 2.7675747523717997, 1.7639283516584958]","[28, 41, 74, 74, 71]"
general monitoring,15.193188149069503,23.139992918291696,250,19,"[8.587570460916416, 7.238506202478291, 3.9714004516350885, 4.268222603773299, 2.480988861921525]","[63, 82, 91, 92, 71]"
general monitoring,63.010332206640754,19.656595281527668,216,298,"[4.863296682413875, 7.468177797853689, 3.3522196355344347, 8.11784587363016, 4.85534926273878]","[17, 30, 52, 14, 36]"
general monitoring,42.394152481817535,60.79497861680678,247,127,"[6.432941336618181, 1.8839292668494234, 8.188439607908567, 0.7953834738871357, 3.243951816096949]","[75, 69, 21, 81, 96]"
general monitoring,95.2765133875171,64.0012286708398,236,287,"[7.41340114958251, 7.393412810149566, 5.018206261387461, 1.9445271301298617, 0.1906028215793576]","[100, 81, 71, 79, 90]"
general monitoring,15.756904484588707,73.56177715240099,216,48,"[5.100507471742761, 7.9210344335465255, 7.5909726556850305, 0.6725952238764366, 2.734389495154886]","[53, 36, 41, 74, 62]"
monitoring sunlight,80.20879369605255,27.80445601526419,199,124,"[5.257605251554676, 6.538596917502961, 9.004281725773177, 5.761291547131844, 8.956026143244625]","[90, 48, 72, 49, 87]"
monitoring water level,84.55453047079415,5.779142637892177,86,251,"[6.985643764707495, 7.769054434086088, 2.873320402161169, 9.290558411250009, 7.416810981711702]","[87, 41, 44, 50, 14]"
monitoring watering duration,86.8034810041331,96.87414989235657,79,42,"[1.4235085025727512, 3.699563245294719, 6.79360920081211, 7.632170688650871, 5.3650568322828285]","[12, 54, 31, 70, 10]"
monitoring sunlight duration,8.181256779007972,58.64220260986178,128,47,"[3.1990180801611245, 7.90663558966835, 8.500067348100211, 4.622418757392236, 9.079488193149842]","[14, 31, 69, 47, 59]"
monitoring nutrients,13.518716354610083,0.6762164818767458,279,110,"[2.176683690712471, 4.140548922078956, 5.500323190004094, 2.275145444327901, 7.257246605632383]","[76, 69, 20, 60, 59]"
general monitoring,48.812864528319665,19.89203963844154,143,260,"[0.5582328106273715, 1.4218733248524362, 8.231115723607449, 6.141213411790503, 0.01425867338555653]","[48, 61, 72, 12, 28]"
general monitoring,94.4367083828115,38.00391195138464,239,176,"[4.2777322730889775, 7.428697486325502, 9.837406300805668, 1.9356628210832838, 7.490095509337335]","[25, 79, 46, 75, 16]"
general monitoring,10.925635908435016,52.165033873726706,274,152,"[9.336873902681248, 2.553886079468347, 4.372789567156456, 6.661228623255911, 9.178834890928535]","[59, 10, 36, 52, 41]"
general monitoring,79.95290880603024,57.771395731785724,211,195,"[7.02589845815967, 8.559168054667207, 7.549794677089875, 3.0025868307271275, 7.040973308594576]","[50, 69, 34, 39, 19]"
general monitoring,45.56531645681676,87.59549355714432,10,97,"[5.416190404454808, 2.5859822003769803, 5.4091808263421886, 3.638760067538558, 2.2477137282133075]","[87, 95, 79, 22, 20]"
monitoring sunlight,31.097688304305137,42.69291157823783,172,241,"[9.84900496540126, 7.5376126752426025, 2.1820063977935176, 6.646509379169805, 5.461343044499038]","[28, 38, 82, 23, 96]"
monitoring water level,72.10493887195435,44.79402374071433,75,266,"[3.9562255198964404, 1.2915421073318156, 8.299649230605516, 8.880435219175327, 2.864504260528893]","[11, 75, 10, 57, 63]"
monitoring watering duration,34.860242999971355,54.83362917159583,267,23,"[1.4051343216009748, 9.7017764402836, 1.3085592064250218, 1.1173876099129632, 7.103303938095248]","[76, 59, 12, 38, 46]"
monitoring sunlight duration,70.17472977915374,95.66294392714734,263,209,"[6.881246958480972, 8.796203459482728, 0.9396434977942858, 2.606671584743019, 3.081915214458255]","[19, 35, 97, 18, 91]"
monitoring nutrients,97.40294615236401,27.099908122523576,79,247,"[8.001480811411373, 1.755417207499178, 6.222715786951363, 4.446607547833574, 2.5070187692097647]","[29, 47, 52, 79, 34]"
general monitoring,78.19116241051492,85.92011083820171,239,140,"[0.3292839937539882, 1.4798716478031249, 9.187013310825199, 4.208013398147558, 4.585286882300713]","[28, 45, 75, 57, 82]"
general monitoring,29.026997561745628,47.243181190837156,145,231,"[7.582302227940572, 7.405198838871801, 1.6349471618484768, 2.8034191673879616, 8.258888421553353]","[86, 45, 60, 92, 48]"
general monitoring,10.991244308930803,77.48237997490567,115,196,"[3.3435590081665314, 9.774562486666268, 3.4101422885469246, 0.1063821400566789, 4.818018047714821]","[68, 57, 43, 61, 71]"
general monitoring,40.224744574738025,65.69160514302669,191,189,"[5.029171173023334, 7.480374196375548, 2.570044331754672, 7.570016769721447, 9.685309654728172]","[60, 93, 49, 71, 22]"
